time,sea_ice_melt_mean,sea_ice_melt_std_dev,sea_ice_melt_trend,meteoric_mean,meteoric_std_dev,meteoric_trend,net_liquid_freshwater_mean,net_liquid_freshwater_std_dev,net_liquid_freshwater_trend
1992-07-16 12:00:00,2501.3847321199623,814.801561411792,1844.8949109346793,4956.268589804567,921.4608623199374,3384.7085622294903,7457.653321924528,1736.2624237317295,5229.603473164169
1992-08-16 12:00:00,2464.276492633248,793.5863984412551,1840.0187714457545,4890.414249993009,879.4091945920098,3380.80809909351,7354.690742626257,1672.9955930332649,5220.826870539264
1992-09-16 00:00:00,2386.5413285319632,729.7191985556336,1835.1426319568295,4770.069087011611,789.1838644282823,3376.9076359575297,7156.610415543575,1518.9030629839158,5212.050267914359
1992-10-16 12:00:00,2308.750778553794,627.4198088744465,1830.2664924679048,4661.190141938991,675.4017969007123,3373.0071728215494,6969.940920492785,1302.8216057751588,5203.273665289454
1992-11-16 00:00:00,2235.9962559138235,542.2299998981397,1825.3903529789798,4554.675503289269,605.8068338279024,3369.106709685569,6790.671759203093,1148.036833726042,5194.497062664549
1992-12-16 12:00:00,2169.3081032855393,511.2239427679086,1820.514213490055,4436.170412873805,603.1937693195421,3365.2062465495887,6605.4785161593445,1114.4177120874506,5185.7204600396435
1993-01-16 12:00:00,2117.3915180125086,530.5854420632089,1815.63807400113,4333.680834732187,674.8353999246598,3361.3057834136084,6451.072352744695,1205.4208419878687,5176.943857414738
1993-02-15 00:00:00,2089.987277912368,566.0197828104556,1810.7619345122052,4256.683070196253,765.1171576797991,3357.405320277628,6346.670348108621,1331.1369404902548,5168.167254789833
1993-03-16 12:00:00,2076.417321277231,583.6102218637528,1805.8857950232805,4161.68816652535,846.8787361646197,3353.504857141648,6238.105487802582,1430.4889580283725,5159.390652164928
1993-04-16 00:00:00,2048.6009869591203,614.8175131043033,1801.0096555343555,4038.1281230622085,979.0174816933248,3349.6043940056675,6086.729110021329,1593.834994797628,5150.614049540023
1993-05-16 12:00:00,2027.8381231097148,638.3904654466863,1796.1335160454307,3889.5292760859124,1179.6848879708352,3345.7039308696876,5917.3673991956275,1818.0753534175215,5141.837446915118
1993-06-16 00:00:00,2015.6863175301007,630.2551285923727,1791.2573765565057,3799.1057281908593,1101.9680363045754,3341.8034677337073,5814.79204572096,1732.2231648969482,5133.060844290213
1993-07-16 12:00:00,1946.5467977681385,605.3426004891417,1786.381237067581,3654.7559743863135,1018.9860909122773,3337.903004597727,5601.302772154452,1624.3286914014188,5124.2842416653075
1993-08-16 12:00:00,1870.5834748193884,558.9402753693281,1781.505097578656,3507.117115098857,922.1772768061667,3334.0025414617467,5377.700589918246,1481.117552175495,5115.507639040402
1993-09-16 00:00:00,1860.6342774303212,547.0757560340595,1776.6289580897312,3477.0414887161037,886.8950228879328,3330.1020783257663,5337.675766146425,1433.9707789219924,5106.731036415497
1993-10-16 12:00:00,1864.3704008307484,553.4119800492487,1771.7528186008062,3456.9915445481056,858.3976339131964,3326.201615189786,5321.361945378854,1411.809613962445,5097.954433790592
1993-11-16 00:00:00,1840.6297396182933,530.381508109849,1766.8766791118815,3402.6826277006894,817.4539620386842,3322.3011520538057,5243.312367318983,1347.8354701485332,5089.177831165687
1993-12-16 12:00:00,1818.9873151141217,526.7883718493277,1762.0005396229567,3353.553631178744,809.916950338206,3318.4006889178254,5172.540946292866,1336.7053221875337,5080.401228540782
1994-01-16 12:00:00,1822.7854178662813,525.6298267785742,1757.1244001340317,3345.549923919822,810.6505235122148,3314.500225781845,5168.3353417861035,1336.280350290789,5071.624625915876
1994-02-15 00:00:00,1839.3398725448703,509.59255268786944,1752.248260645107,3364.1211628652127,804.8012997332395,3310.5997626458648,5203.461035410083,1314.393852421109,5062.8480232909715
1994-03-16 12:00:00,1831.2297206799797,519.4798317001522,1747.372121156182,3351.5027942597967,812.4169266030257,3306.6992995098844,5182.732514939777,1331.8967583031779,5054.071420666066
1994-04-16 00:00:00,1815.07932583431,540.7064631692929,1742.4959816672572,3385.03208126354,779.3513351310379,3302.798836373904,5200.11140709785,1320.057798300331,5045.294818041161
1994-05-16 12:00:00,1813.0822179875424,543.0057039251669,1737.6198421783322,3483.20467576677,604.8185406958155,3298.898373237924,5296.286893754313,1147.8242446209824,5036.518215416256
1994-06-16 00:00:00,1750.5373260959425,517.4758717611004,1732.7437026894074,3411.0647935084967,554.7608168727947,3294.9979101019435,5161.602119604439,1072.236688633895,5027.74161279135
1994-07-16 12:00:00,1787.6231944239535,534.5602546934283,1727.8675632004824,3478.299624822015,604.5435905613875,3291.097446965963,5265.922819245969,1139.103845254816,5018.965010166446
1994-08-16 12:00:00,1837.4965677402886,561.4149121518866,1722.9914237115577,3551.993185444971,635.2784537014753,3287.196983829983,5389.489753185259,1196.693365853362,5010.18840754154
1994-09-16 00:00:00,1855.601592475483,584.404102626269,1718.115284222633,3558.27175463482,643.6759538351788,3283.2965206940025,5413.873347110302,1228.0800564614478,5001.411804916635
1994-10-16 12:00:00,1862.499318182905,596.0952781488561,1713.239144733708,3567.021709855709,658.1519814260595,3279.396057558022,5429.5210280386145,1254.2472595749155,4992.63520229173
