time,sea_ice_melt_mean,sea_ice_melt_std_dev,sea_ice_melt_trend,meteoric_mean,meteoric_std_dev,meteoric_trend,net_liquid_freshwater_mean,net_liquid_freshwater_std_dev,net_liquid_freshwater_trend
1992-07-16 12:00:00,2405.5515951904076,310.7071530655288,1987.650500069723,3392.1812287734488,471.8973526931731,2589.6719967455683,5797.732823963856,782.6045057587019,4577.322496815291
1992-08-16 12:00:00,2438.8417335101,356.40053655336663,1988.7123499592185,3401.0150831915785,478.3595297659025,2592.3789473611073,5839.856816701678,834.7600663192691,4581.091297320325
1992-09-16 00:00:00,2498.1338570488897,425.46480748699065,1989.7741998487138,3467.562199421241,528.7527105166952,2595.0858979766463,5965.696056470131,954.2175180036859,4584.86009782536
1992-10-16 12:00:00,2485.975496486058,418.16793554834277,1990.8360497382093,3453.48109512472,526.5240638325796,2597.7928485921852,5939.456591610779,944.6919993809224,4588.628898330394
1992-11-16 00:00:00,2526.677764512984,353.0939276941596,1991.8978996277046,3505.6654213861834,415.67068616433613,2600.499799207724,6032.343185899168,768.7646138584957,4592.397698835428
1992-12-16 12:00:00,2495.996217117076,390.2985794337405,1992.9597495172002,3439.4464767510476,517.9292025443905,2603.206749823263,5935.442693868124,908.2277819781309,4596.166499340463
1993-01-16 12:00:00,2415.5062721924046,486.1259820417002,1994.0215994066955,3345.743400289157,636.6702488032529,2605.9137004388017,5761.249672481561,1122.796230844953,4599.935299845497
1993-02-15 00:00:00,2392.98401621142,493.1062564191928,1995.083449296191,3288.7218008397545,650.0820893587538,2608.6206510543407,5681.705817051175,1143.1883457779466,4603.704100350531
1993-03-16 12:00:00,2358.609414043592,487.7694956375656,1996.1452991856863,3200.4902275283384,645.8617041479001,2611.3276016698796,5559.099641571931,1133.6311997854657,4607.472900855566
1993-04-16 00:00:00,2301.7151303103233,502.16043157467084,1997.2071490751819,3099.9002003618625,605.6679169901571,2614.0345522854186,5401.615330672186,1107.828348564828,4611.2417013606
1993-05-16 12:00:00,2279.590849152865,499.863205361572,1998.2689989646772,3059.960392009964,572.4128580344639,2616.7415029009576,5339.551241162829,1072.2760633960359,4615.010501865634
1993-06-16 00:00:00,2232.8863658630335,550.401972375012,1999.3308488541727,2973.327683722446,656.0211065812509,2619.4484535164966,5206.21404958548,1206.423078956263,4618.779302370669
1993-07-16 12:00:00,2213.4074420074107,546.2452864763364,2000.392698743668,2906.992709595972,653.6403215078805,2622.1554041320355,5120.400151603382,1199.885607984217,4622.548102875703
1993-08-16 12:00:00,2106.162034334518,488.9530875461539,2001.4545486331635,2755.824012493653,639.9091836118888,2624.8623547475745,4861.986046828171,1128.8622711580426,4626.316903380737
1993-09-16 00:00:00,1988.5202131376243,339.4391675721147,2002.5163985226588,2587.373245612742,479.6392066839977,2627.5693053631135,4575.893458750366,819.0783742561124,4630.085703885772
1993-10-16 12:00:00,1966.5442159356353,300.79838217245884,2003.5782484121544,2544.7425302513097,419.1446915603653,2630.2762559786524,4511.286746186945,719.9430737328241,4633.854504390806
1993-11-16 00:00:00,1959.398830462322,297.7384821851112,2004.6400983016497,2517.6895042342367,412.7441689980262,2632.9832065941914,4477.088334696558,710.4826511831375,4637.623304895841
1993-12-16 12:00:00,1926.64086086511,325.3945368442573,2005.7019481911452,2480.775007288552,444.30134216001466,2635.69015720973,4407.415868153662,769.695879004272,4641.392105400875
1994-01-16 12:00:00,1952.2271595295686,297.9061201217188,2006.7637980806408,2494.934294479971,434.5026772426871,2638.397107825269,4447.16145400954,732.4087973644059,4645.160905905909
1994-02-15 00:00:00,1952.1273712934187,297.8509830870596,2007.825647970136,2503.9065438317143,442.2431519156893,2641.104058440808,4456.033915125133,740.0941350027489,4648.929706410944
1994-03-16 12:00:00,1984.1647730271263,344.69637393288673,2008.8874978596316,2626.8611616417284,649.1996139917034,2643.811009056347,4611.0259346688545,993.8959879245901,4652.698506915978
1994-04-16 00:00:00,1992.2451877532694,342.9072414695298,2009.949347749127,2645.455222695258,656.9468725570263,2646.517959671886,4637.700410448528,999.8541140265561,4656.467307421012
1994-05-16 12:00:00,1995.2971057290233,344.98773505875363,2011.0111976386224,2705.9843610734547,744.8762242840774,2649.224910287425,4701.2814668024785,1089.863959342831,4660.236107926047
1994-06-16 00:00:00,1991.18379934368,352.1874903205512,2012.0730475281177,2723.340688740022,728.2292302272369,2651.9318609029638,4714.524488083702,1080.4167205477881,4664.004908431081
1994-07-16 12:00:00,1989.879972023441,351.35380332439684,2013.1348974176133,2762.0786635361023,731.1687243490321,2654.6388115185027,4751.958635559544,1082.522527673429,4667.773708936115
1994-08-16 12:00:00,2026.2652736654466,351.670668412891,2014.1967473071086,2822.323655522046,693.3094727272663,2657.3457621340417,4848.588929187493,1044.9801411401572,4671.54250944115
1994-09-16 00:00:00,2091.9918246310526,387.78181816082775,2015.2585971966041,2921.98483269249,681.609748925763,2660.0527127495807,5013.976657323543,1069.3915670865908,4675.311309946184
1994-10-16 12:00:00,2098.2903805520655,393.4447942642215,2016.3204470860994,2936.1519804625027,683.7661190732408,2662.7596633651196,5034.442361014568,1077.2109133374624,4679.080110451218
1994-11-16 00:00:00,2137.7335154131683,409.83554046493447,2017.382296975595,2986.3828709987815,669.4696838698519,2665.466613980658,5124.11638641195,1079.3052243347863,4682.848910956253
1994-12-16 12:00:00,2158.9112613695183,381.03191207771744,2018.4441468650903,3014.301836853563,629.8727854496964,2668.173564596197,5173.213098223081,1010.9046975274139,4686.617711461287
1995-01-16 12:00:00,2165.4847032280018,374.68872977645896,2019.5059967545858,3024.604879814398,618.5014957279678,2670.880515211736,5190.0895830424,993.1902255044267,4690.386511966321
1995-02-15 00:00:00,2162.826486389326,375.1420503559591,2020.567846644081,3000.1567414205,627.434581169654,2673.587465827275,5162.983227809826,1002.5766315256132,4694.155312471356
1995-03-16 12:00:00,2106.2954469589254,350.7840879144415,2021.6296965335766,2867.9690539097414,512.783088425543,2676.294416442814,4974.264500868667,863.5671763399846,4697.9241129763905
1995-04-16 00:00:00,2142.5282535057154,356.27230679586484,2022.691546423072,2868.406175142707,512.9145721239908,2679.001367058353,5010.934428648423,869.1868789198556,4701.6929134814245
1995-05-16 12:00:00,2108.0545703489165,364.4593137881496,2023.7533963125675,2733.2283321558243,377.7784202820985,2681.708317673892,4841.282902504741,742.237734070248,4705.4617139864595
1995-06-16 00:00:00,2138.4504825954723,312.12372920887134,2024.815246202063,2757.8166900689043,344.72341195263573,2684.415268289431,4896.267172664377,656.8471411615071,4709.2305144914935
1995-07-16 12:00:00,2078.7695763116308,358.2498849634727,2025.8770960915583,2693.9086617489234,359.0354866344284,2687.12221890497,4772.678238060555,717.2853715979011,4712.999314996528
1995-08-16 12:00:00,2060.112285620909,355.73811478604574,2026.9389459810538,2673.9564874891125,364.4167741424009,2689.829169520509,4734.0687731100215,720.1548889284467,4716.7681155015625
1995-09-16 00:00:00,2019.3497525572873,310.1558005686871,2028.0007958705492,2642.733049152326,314.39663775428505,2692.5361201360474,4662.082801709614,624.5524383229722,4720.536916006597
1995-10-16 12:00:00,2031.623330755899,330.54907004944477,2029.0626457600447,2639.481008560819,309.6296451242935,2695.2430707515864,4671.104339316718,640.1787151737383,4724.305716511631
1995-11-16 00:00:00,1981.8955314687812,296.2022242529757,2030.12449564954,2593.303683929426,282.06155640312676,2697.9500213671254,4575.199215398207,578.2637806561024,4728.074517016666
1995-12-16 12:00:00,1980.5966986267792,297.3028874288817,2031.1863455390355,2606.726869110797,268.75399704233206,2700.6569719826643,4587.323567737576,566.0568844712138,4731.8433175217
1996-01-16 12:00:00,1952.8797874841405,323.726469737934,2032.2481954285308,2568.4961067158038,323.5683680230514,2703.3639225982033,4521.375894199944,647.2948377609854,4735.612118026735
1996-02-15 12:00:00,1959.1114971302402,326.89994376162565,2033.3100453180264,2591.8740831398522,337.5812970565759,2706.0708732137423,4550.985580270092,664.4812408182015,4739.380918531769
1996-03-16 12:00:00,2000.551699035611,353.758513781479,2034.3718952075217,2645.6762536104866,387.92737434479676,2708.7778238292813,4646.227952646097,741.6858881262758,4743.149719036803
1996-04-16 00:00:00,1985.956212082737,340.5343119719366,2035.4337450970172,2656.5779112304695,400.08380505269685,2711.4847744448202,4642.534123313207,740.6181170246334,4746.918519541838
1996-05-16 12:00:00,2016.840011937006,342.0520436417375,2036.4955949865125,2680.1159400286456,394.62456742451303,2714.191725060359,4696.955951965651,736.6766110662505,4750.687320046872
1996-06-16 00:00:00,2093.561727259741,369.7087721146284,2037.557444876008,2794.457649040969,487.01082697159495,2716.898675675898,4888.01937630071,856.7195990862233,4754.456120551906
1996-07-16 12:00:00,2113.753315580893,341.8401998031708,2038.6192947655034,2817.4849051082942,467.50882256044997,2719.605626291437,4931.238220689187,809.3490223636207,4758.224921056941
1996-08-16 12:00:00,2104.120932478093,346.3519714274144,2039.681144654999,2849.918731833381,455.38852138336466,2722.3125769069757,4954.039664311475,801.7404928107791,4761.993721561975
1996-09-16 00:00:00,2093.8252098174485,346.1520593402849,2040.7429945444942,2802.56105153922,465.2292478100459,2725.0195275225146,4896.386261356669,811.3813071503307,4765.762522067009
1996-10-16 12:00:00,2090.5107317162638,341.14285856534775,2041.8048444339897,2799.1444980008278,463.33357639823777,2727.7264781380536,4889.655229717091,804.4764349635855,4769.531322572044
1996-11-16 00:00:00,2103.647184956803,337.52634876047017,2042.8666943234853,2829.6390111409655,455.67016012473346,2730.4334287535926,4933.286196097768,793.1965088852037,4773.300123077078
