time,sea_ice_melt_mean,sea_ice_melt_std_dev,sea_ice_melt_trend,meteoric_mean,meteoric_std_dev,meteoric_trend,net_liquid_freshwater_mean,net_liquid_freshwater_std_dev,net_liquid_freshwater_trend
1992-07-16 12:00:00,387.405246852061,930.2636475608006,153.74880250688727,2554.721670221163,1057.3733488140042,2465.963995507067,2942.126917073224,1987.6369963748048,2619.712798013956
1992-08-16 12:00:00,386.91902176395985,929.5624941452525,153.32335238976358,2502.688417280913,989.753396816548,2465.7208733289494,2889.607439044873,1919.3158909618005,2619.044225718715
1992-09-16 00:00:00,382.0589688734984,923.0127683308287,152.89790227263987,2585.7986068618234,1098.3213394576405,2465.477751150832,2967.857575735322,2021.3341077884693,2618.3756534234735
1992-10-16 12:00:00,383.88679844448257,924.3030081771009,152.47245215551618,2615.06811616171,1091.5231850020389,2465.2346289727143,2998.9549146061927,2015.8261931791399,2617.7070811282324
1992-11-16 00:00:00,381.2441374243324,923.3908866914136,152.0470020383925,2603.0178386123093,1087.2866277575047,2464.9915067945963,2984.2619760366415,2010.6775144489184,2617.038508832991
1992-12-16 12:00:00,378.7104519640017,923.7542022426688,151.62155192126878,2708.779125987697,1158.1475513079215,2464.7483846164787,3087.4895779516987,2081.9017535505905,2616.3699365377497
1993-01-16 12:00:00,360.3842750926069,946.8991303262364,151.1961018041451,2663.7334358670682,1159.3161009942216,2464.505262438361,3024.117710959675,2106.215231320458,2615.701364242508
1993-02-15 00:00:00,335.54477036767224,992.7164528709928,150.7706516870214,2667.110699695088,1158.4299646592428,2464.2621402602435,3002.6554700627603,2151.146417530236,2615.032791947267
1993-03-16 12:00:00,302.5686472987233,1027.725408883754,150.3452015698977,2702.6005259645585,1116.9262071735604,2464.019018082126,3005.1691732632817,2144.6516160573146,2614.3642196520254
1993-04-16 00:00:00,260.5079762307633,1047.6395478410595,149.919751452774,2808.8567314438733,884.5438346038618,2463.7758959040084,3069.3647076746365,1932.1833824449213,2613.6956473567843
1993-05-16 12:00:00,218.58799519941326,1075.7158193446082,149.4943013356503,2896.1075629642423,914.3724227246917,2463.532773725891,3114.6955581636557,1990.0882420693,2613.0270750615427
1993-06-16 00:00:00,206.58000308079986,1072.2941552187285,149.06885121852662,2868.6022880486275,919.4033113457004,2463.2896515477732,3075.1822911294275,1991.6974665644289,2612.3585027663016
1993-07-16 12:00:00,126.58597639452995,1015.4976995861591,148.6434011014029,2663.462580751889,1080.2386641364114,2463.046529369655,2790.048557146419,2095.736363722571,2611.68993047106
1993-08-16 12:00:00,87.9677119874732,961.3367541391538,148.2179509842792,2819.7567456395886,1308.3216587913614,2462.8034071915376,2907.724457627062,2269.658412930515,2611.021358175819
1993-09-16 00:00:00,83.01975702120842,953.6448808451333,147.79250086715552,2797.4526080570945,1283.1153479763839,2462.56028501342,2880.472365078303,2236.760228821517,2610.3527858805774
1993-10-16 12:00:00,13.400350762715107,910.3178244792532,147.3670507500318,2619.5649534096324,1446.5682940641182,2462.3171628353025,2632.9653041723477,2356.8861185433716,2609.6842135853362
1993-11-16 00:00:00,-6.547677684670347,897.9078330377404,146.94160063290812,2503.0787543250967,1473.7316754671733,2462.074040657185,2496.5310766404264,2371.6395085049135,2609.0156412900947
1993-12-16 12:00:00,16.82698798255213,907.4229752584787,146.51615051578443,2410.266644248793,1407.4266602583066,2461.8309184790673,2427.093632231345,2314.8496355167854,2608.3470689948535
1994-01-16 12:00:00,54.78631796813276,876.3656176103729,146.09070039866072,2374.265658202684,1413.1027481937026,2461.58779630095,2429.0519761708165,2289.4683658040753,2607.6784966996124
1994-02-15 00:00:00,74.09999822250818,841.7775071626036,145.66525028153703,2350.0135416239905,1415.2641500978523,2461.344674122832,2424.1135398464985,2257.041657260456,2607.009924404371
1994-03-16 12:00:00,44.58919919714708,882.4339519128885,145.23980016441334,2371.9822764606747,1404.9528139621723,2461.101551944714,2416.571475657822,2287.3867658750605,2606.3413521091297
1994-04-16 00:00:00,93.38385909026334,869.1544659056511,144.81435004728962,2251.0592029766544,1554.68697864972,2460.8584297665966,2344.4430620669177,2423.8414445553713,2605.672779813888
1994-05-16 12:00:00,135.46891288173376,840.3533135604356,144.38889993016593,1994.123499986099,1551.4972563290469,2460.615307588479,2129.5924128678325,2391.8505698894824,2605.004207518647
1994-06-16 00:00:00,105.3603686685109,835.1237651362195,143.96344981304225,1909.1401437744873,1546.6647743805136,2460.3721854103615,2014.5005124429983,2381.788539516733,2604.3356352234055
1994-07-16 12:00:00,80.81531240740075,829.5965622247342,143.53799969591853,1855.3974609963332,1596.3687446371819,2460.129063232244,1936.212773403734,2425.965306861916,2603.6670629281643
1994-08-16 12:00:00,99.40907842971802,857.8759182827478,143.11254957879484,1693.5557054113854,1296.9175200612804,2459.8859410541263,1792.9647838411033,2154.793438344028,2602.9984906329228
1994-09-16 00:00:00,93.0588372656933,847.3748436559604,142.68709946167115,1630.325828401263,1190.2566804017429,2459.6428188760087,1723.3846656669562,2037.6315240577032,2602.3299183376816
1994-10-16 12:00:00,166.27379455108962,891.1825871924004,142.26164934454746,1874.0996225428028,1210.0649682690052,2459.3996966978907,2040.3734170938924,2101.2475554614057,2601.66134604244
